fromUserId,title,toUserId
29008860,IRS Corruption Fuels Billions in Fraudulent Payments to Illegal Aliens,822215679726100480
29008860,IRS Corruption Fuels Billions in Fraudulent Payments to Illegal Aliens,62147616
665873,Report: Today The Day They Find Out You’re A Fraud,13251052
818158974,Clock Kid's lawsuit against pundits dismissed after 'painfully embarrassing' hearing,867442170
818158974,Clock Kid's lawsuit against pundits dismissed after 'painfully embarrassing' hearing,369249722
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',2935585568
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',2902967064
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',862784095373414400
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',870251328605478913
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',816482745299959808
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',49431169
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',790609284702826496
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',479037581
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',4875427757
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',796090831060934657
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',900908972
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',562357936
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',466910067
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',296867794
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',3041648696
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',242029797
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',2523556454
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',438990599
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',788646648322805760
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',874295622622367744
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',3886705519
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',2595115260
2315583427,GOP Pushing Legislation 'Written for the Muslim Brotherhood',1332367184
73572581,Well, this is embarrassing,156763697
73572581,Well, this is embarrassing,22267455
73572581,Well, this is embarrassing,800745527402893313
73572581,Well, this is embarrassing,97989357
3022045469,GOP Pushing Legislation 'Written for the Muslim Brotherhood',562357936
3022045469,GOP Pushing Legislation 'Written for the Muslim Brotherhood',296867794
3022045469,GOP Pushing Legislation 'Written for the Muslim Brotherhood',2935585568
3022045469,GOP Pushing Legislation 'Written for the Muslim Brotherhood',479037581
3022045469,GOP Pushing Legislation 'Written for the Muslim Brotherhood',438990599
3022045469,GOP Pushing Legislation 'Written for the Muslim Brotherhood',816482745299959808
3022045469,GOP Pushing Legislation 'Written for the Muslim Brotherhood',790609284702826496
3022045469,GOP Pushing Legislation 'Written for the Muslim Brotherhood',4875427757
3022045469,GOP Pushing Legislation 'Written for the Muslim Brotherhood',242029797
3022045469,GOP Pushing Legislation 'Written for the Muslim Brotherhood',2523556454
3022045469,GOP Pushing Legislation 'Written for the Muslim Brotherhood',1332367184
3022045469,GOP Pushing Legislation 'Written for the Muslim Brotherhood',862784095373414400
3022045469,GOP Pushing Legislation 'Written for the Muslim Brotherhood',824017402794872832
3022045469,GOP Pushing Legislation 'Written for the Muslim Brotherhood',709059463987073025
4745268758,Redirect to another web page,25073877
4745268758,Redirect to another web page,801962070
4745268758,Redirect to another web page,822215679726100480
14294848,A 'Harvard Study' Doesn't Disprove Racial Bias in Officer-Involved Shootings,14457021
14294848,A 'Harvard Study' Doesn't Disprove Racial Bias in Officer-Involved Shootings,636602792
14294848,A 'Harvard Study' Doesn't Disprove Racial Bias in Officer-Involved Shootings,19404295
14294848,A 'Harvard Study' Doesn't Disprove Racial Bias in Officer-Involved Shootings,1090413126
14294848,A 'Harvard Study' Doesn't Disprove Racial Bias in Officer-Involved Shootings,93879982
14294848,A 'Harvard Study' Doesn't Disprove Racial Bias in Officer-Involved Shootings,277154056
14294848,A 'Harvard Study' Doesn't Disprove Racial Bias in Officer-Involved Shootings,316057426
517084598,Clock Kid's lawsuit against pundits dismissed after 'painfully embarrassing' hearing,369249722
10774652,TheBlaze,838399572
10774652,TheBlaze,18067164
10774652,TheBlaze,800745527402893313
10774652,TheBlaze,404200443
10774652,TheBlaze,167173030
10774652,TheBlaze,2287176847
10774652,TheBlaze,47002319
10774652,TheBlaze,23816574
2509541430,TheBlaze,765893302768009216
2509541430,TheBlaze,756873743746596864
2509541430,TheBlaze,766122880929239040
2509541430,TheBlaze,766120445888331777
2509541430,TheBlaze,766250065128255488
2509541430,TheBlaze,756385730717478913
2509541430,TheBlaze,756869353375752192
2509541430,TheBlaze,765755000375152640
2509541430,TheBlaze,766496917559840768
2509541430,TheBlaze,761113536487489537
2509541430,TheBlaze,765897572191993856
2509541430,TheBlaze,766251717017083904
2509541430,TheBlaze,766091664465227776
2509541430,TheBlaze,755847318297915392
2509541430,TheBlaze,766308735547498497
2509541430,TheBlaze,756863582894260224
2509541430,TheBlaze,765687345345597440
2509541430,TheBlaze,761092235286880257
2509541430,TheBlaze,756805826799697920
2509541430,TheBlaze,756694990533844992
2509541430,TheBlaze,766347801303388160
2509541430,TheBlaze,755788571332775937
2509541430,TheBlaze,756911223178928128
2509541430,TheBlaze,756891173860569088
2509541430,TheBlaze,765754703955320834
2509541430,TheBlaze,766312538514522112
2509541430,TheBlaze,765746904802160640
2509541430,TheBlaze,771954522763751424
2509541430,TheBlaze,766112306975674368
2509541430,TheBlaze,771945030734970881
2509541430,TheBlaze,708087165130039297
2509541430,TheBlaze,766251056292622336
2509541430,TheBlaze,766340768164352000
2509541430,TheBlaze,756879090205003776
2509541430,TheBlaze,771957085768679424
2509541430,TheBlaze,766256076727656448
2509541430,TheBlaze,761119199422914562
2509541430,TheBlaze,756712867639025664
2509541430,TheBlaze,771948787266883584
2509541430,TheBlaze,766328430593994753
2509541430,TheBlaze,766112923794145280
2509541430,TheBlaze,756923101728935936
2509541430,TheBlaze,756395237900165120
2509541430,TheBlaze,756877273177939968
2509541430,TheBlaze,766327450183827456
2509541430,TheBlaze,765717850392817664
2509541430,TheBlaze,766252975081873408
2509541430,TheBlaze,766122394125754368
2509541430,TheBlaze,766279391659880448
2509541430,TheBlaze,755776180142432256
2509541430,TheBlaze,756899101032210432
2509541430,TheBlaze,766264853392687104
2509541430,TheBlaze,766251815981678592
2509541430,TheBlaze,756871684335005697
2509541430,TheBlaze,761075144081014789
2509541430,TheBlaze,753152467395833856
2509541430,TheBlaze,766265168691101696
2509541430,TheBlaze,765678467920883712
2509541430,TheBlaze,766285359487586304
2509541430,TheBlaze,766494539032956928
2509541430,TheBlaze,756882301125070848
2509541430,TheBlaze,766089159866023936
2509541430,TheBlaze,766108348672536577
2509541430,TheBlaze,756908914764050432
2509541430,TheBlaze,756929991959580672
2509541430,TheBlaze,771764254613639168
2509541430,TheBlaze,766318478374625280
2509541430,TheBlaze,756877447530962944
2509541430,TheBlaze,766317803603460097
2509541430,TheBlaze,766249022852046848
2509541430,TheBlaze,756503488415277056
2509541430,TheBlaze,756801631228952576
2509541430,TheBlaze,756363598050496512
2509541430,TheBlaze,766296869966344192
2509541430,TheBlaze,756716233815388160
2509541430,TheBlaze,756581419095302145
2509541430,TheBlaze,761110917476081664
2509541430,TheBlaze,766208839511314432
2509541430,TheBlaze,761059978085969920
2509541430,TheBlaze,761128913934225408
2509541430,TheBlaze,766346994893881344
2509541430,TheBlaze,756411932240932864
2509541430,TheBlaze,756777705400635392
2509541430,TheBlaze,755840920621158400
2509541430,TheBlaze,756422774424473601
2509541430,TheBlaze,765754081428250625
2509541430,TheBlaze,766495911036018688
2509541430,TheBlaze,766496989202767872
2509541430,TheBlaze,756776077066956800
2509541430,TheBlaze,765683133907922944
